YEAR,MONTH,DAY,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,DEPARTURE_DELAY,ARRIVAL_DELAY,DISTANCE,AIR_TIME,CANCELLED,DIVERTED,TAXI_OUT,TAXI_IN,FLIGHT_NUMBER
2014,5,3,AA,ATL,ORD,83,-1,2627,188,0,0,14,7,9425
2014,5,28,JB,DEN,DEN,-4,17,2424,165,0,0,18,7,7794
2015,11,7,JB,DFW,ATL,79,40,2483,193,0,0,16,9,5883
2015,6,21,SW,ORD,ORD,59,73,2160,44,0,0,15,9,3345
2014,10,12,UA,ORD,DFW,78,40,2209,55,0,0,23,19,2152
2014,7,25,JB,LAX,ORD,46,113,1519,278,0,1,24,7,6460
2015,4,18,AA,LAX,LAX,59,64,379,71,0,0,27,12,1042
2014,4,9,SW,ATL,LAX,42,123,2833,193,1,0,17,5,9648
2015,12,13,DL,ORD,ORD,77,41,1308,277,0,0,6,8,4723
2015,9,11,AA,ATL,LAX,26,17,2961,214,0,0,23,11,5813
2014,4,13,UA,ATL,LAX,28,57,2395,263,0,0,16,5,1997
2015,8,8,UA,DEN,ATL,32,37,1714,87,0,0,10,23,8495
2014,10,21,UA,DFW,ORD,71,119,2015,77,0,0,17,18,3124
2015,1,15,DL,ATL,DEN,13,107,2874,206,0,0,9,14,2001
2015,4,14,AA,DEN,ORD,-10,-5,1585,165,1,0,27,15,2343
2014,2,17,UA,ORD,DFW,94,21,2043,182,0,0,14,7,3082
2014,11,13,UA,ORD,ATL,5,15,2415,248,0,0,25,14,2970
2015,10,11,SW,ORD,LAX,22,11,2113,31,0,0,23,16,2752
2015,5,10,DL,ORD,DEN,1,124,870,94,0,0,21,24,5501
2014,2,17,UA,DFW,DFW,23,142,1785,62,0,0,14,5,7493
2015,7,12,DL,ORD,LAX,-3,-10,1480,254,0,0,16,6,4089
2014,10,23,UA,ORD,LAX,112,98,1085,153,0,0,8,23,9221
2014,7,2,JB,DFW,ORD,73,94,2838,81,0,0,8,20,1027
2014,9,1,JB,DFW,ATL,67,64,985,91,0,0,9,11,2919
2015,4,15,AA,LAX,ATL,72,34,330,271,0,0,5,16,5487
2014,5,27,AA,DEN,DFW,59,40,2517,186,0,0,25,8,6315
2015,3,19,DL,LAX,ORD,25,119,465,225,0,0,5,11,5087
2014,7,18,DL,LAX,ORD,45,47,464,185,0,0,13,17,3757
2015,5,3,SW,DEN,ORD,30,18,2018,238,1,0,17,22,3217
2015,9,25,DL,DEN,ORD,3,94,1853,218,0,0,22,21,904
2014,12,9,AA,LAX,DEN,51,18,1023,169,0,0,16,17,1727
2014,7,25,SW,DEN,DEN,95,128,2538,61,0,0,10,13,6977
2014,4,22,UA,ATL,ORD,45,91,707,83,0,0,19,11,7637
2015,7,13,AA,ATL,ORD,96,103,1000,139,0,0,19,8,5698
2015,1,11,UA,LAX,DEN,48,29,1908,218,0,0,27,24,2342
2015,2,19,AA,LAX,DFW,55,137,2679,274,0,0,5,7,214
2014,3,22,JB,DEN,ORD,39,45,1629,119,0,0,13,24,7317
2014,5,16,JB,DFW,DFW,-5,120,357,130,1,0,10,14,426
2014,12,27,SW,ORD,DFW,62,86,1870,165,0,0,6,19,4805
2014,5,19,DL,ORD,DEN,79,85,2389,50,0,1,10,21,6423
2014,7,8,SW,DFW,ORD,90,12,1819,113,0,0,20,11,7462
2015,9,12,DL,DFW,ATL,4,89,2921,218,0,0,11,23,8382
2014,10,21,SW,DFW,DFW,64,142,1546,148,0,0,12,12,3391
2015,9,2,UA,ATL,DEN,28,21,1113,32,0,0,5,13,136
2014,6,5,SW,LAX,DFW,81,108,2044,286,0,0,6,22,3104
2014,7,14,DL,ORD,DEN,52,38,647,172,0,0,13,5,9952
2014,12,16,UA,DEN,LAX,115,142,1205,233,0,0,9,10,253
2014,8,19,UA,DFW,ATL,97,56,1233,280,1,0,19,14,4817
2014,4,2,SW,LAX,ORD,90,75,2860,295,0,0,21,8,7330
2015,7,10,AA,ORD,ATL,20,79,1123,55,0,0,12,15,2267
2014,6,10,JB,ORD,DFW,67,145,850,278,0,0,8,19,4177
2015,8,8,JB,LAX,DFW,-10,2,703,184,0,0,8,5,8034
2015,1,12,SW,ATL,ATL,115,45,1964,245,0,0,29,11,7292
2015,5,25,AA,DFW,ATL,117,50,1802,133,0,0,7,20,4675
2015,12,19,UA,DEN,LAX,60,6,2514,98,0,0,24,22,5323
2014,3,27,UA,ORD,ATL,2,73,2246,186,0,0,10,16,2968
2014,9,10,DL,DEN,ATL,-2,85,1721,211,0,0,12,24,7703
2014,9,4,DL,LAX,ATL,39,-5,847,46,0,0,29,5,1806
2014,3,7,AA,DEN,ATL,94,123,1130,122,1,0,15,21,5643
2014,10,7,SW,ATL,ORD,80,44,1213,241,0,0,18,9,533
2015,12,15,SW,DFW,DEN,89,60,2838,246,0,0,24,24,3450
2014,2,18,DL,DEN,LAX,67,143,2817,253,0,0,16,23,5846
2014,5,13,JB,DFW,ORD,117,7,2292,140,0,0,14,18,7289
2015,4,1,AA,LAX,ATL,54,48,1445,277,0,0,20,21,7338
2014,7,3,SW,DEN,DEN,43,66,2254,73,0,0,20,18,8660
2014,12,2,UA,ORD,LAX,39,90,714,192,0,0,7,24,9181
2015,8,8,UA,ATL,DFW,16,95,1612,124,0,0,13,17,3594
2014,4,11,SW,ORD,ORD,75,45,1101,69,1,0,22,17,1593
2015,3,21,AA,ORD,ORD,101,46,480,31,0,0,25,13,4203
2015,9,14,JB,ORD,ORD,49,5,421,134,0,0,16,17,3158
2014,8,25,JB,DEN,DEN,-7,131,1667,37,0,0,7,21,3372
2015,11,23,SW,DFW,LAX,74,138,808,66,1,0,26,7,6291
2014,11,12,AA,DEN,ORD,0,90,1544,225,0,0,11,9,7204
2014,7,1,JB,ATL,LAX,47,19,1284,246,1,0,17,9,6837
2014,11,6,SW,DEN,DEN,-6,21,1909,87,0,0,20,17,9996
2015,8,4,DL,DFW,LAX,-8,102,207,99,0,0,27,11,9099
2015,8,26,DL,DEN,DEN,103,127,1936,152,0,0,7,21,2980
2015,10,17,JB,ATL,DEN,69,94,2556,198,0,0,19,14,3680
2015,8,18,AA,ATL,ATL,90,39,611,35,0,0,13,24,9716
2015,11,17,JB,ORD,DFW,-6,16,2311,76,0,0,24,15,7832
2015,1,10,AA,LAX,DEN,57,94,1438,227,0,0,18,5,4612
2015,4,5,JB,LAX,ATL,93,62,784,62,0,1,9,11,9790
2015,10,5,UA,DFW,DFW,108,43,1838,267,0,0,21,12,3088
2015,7,20,DL,ATL,ATL,18,88,477,44,0,0,28,21,6364
2015,6,1,DL,DEN,DEN,9,37,2247,225,1,0,22,5,9749
2015,3,1,AA,DEN,ATL,-7,48,1508,90,0,0,11,14,7834
2014,3,16,JB,DEN,ATL,66,106,622,207,0,0,21,6,566
2015,12,14,DL,DEN,ATL,90,82,2753,228,0,0,7,16,2199
2014,4,28,SW,LAX,LAX,96,4,1578,199,1,0,25,5,3312
2014,10,23,JB,ATL,ATL,34,-6,939,68,0,0,23,10,6921
2014,6,10,AA,ATL,ORD,26,126,546,230,0,0,7,7,8276
2014,1,25,AA,DFW,LAX,70,90,1499,95,0,0,10,6,4330
2015,10,7,SW,DEN,LAX,65,102,2836,92,0,0,25,12,2407
2014,4,20,UA,ORD,LAX,7,121,2573,137,0,0,16,16,5395
2014,9,20,DL,ATL,DEN,-5,57,2887,76,0,0,12,20,8446
2014,7,9,UA,DFW,ORD,88,132,631,166,0,0,19,24,8558
2015,11,11,AA,LAX,DFW,56,138,1297,76,1,0,16,13,5343
2014,6,6,AA,ORD,DFW,96,89,1554,136,0,0,9,21,2293
2014,11,26,JB,DFW,DEN,30,131,470,57,0,0,20,18,5592
2015,5,11,AA,LAX,LAX,94,103,1974,124,0,0,29,12,9117
2015,12,27,DL,LAX,ORD,31,33,2695,286,0,0,14,13,8331
2015,2,14,DL,ORD,LAX,87,99,690,223,0,0,17,6,9682
2015,2,18,AA,ATL,LAX,6,14,2642,147,0,0,13,12,6693
2015,6,1,UA,DEN,DEN,28,106,350,166,0,0,25,17,2538
2015,9,22,JB,LAX,ORD,52,16,2468,288,0,0,27,21,932
2015,12,12,AA,ATL,ATL,50,57,704,161,0,0,9,13,5960
2015,9,1,JB,DEN,DFW,22,27,2974,204,0,0,16,6,4361
2015,1,3,SW,LAX,DFW,114,46,1172,165,1,0,15,22,1738
2014,7,6,SW,DEN,DFW,100,3,327,207,0,0,15,12,6869
2015,7,13,SW,LAX,LAX,109,63,977,245,0,0,29,12,9581
2014,10,5,SW,ATL,ATL,-4,46,857,79,0,1,29,8,9678
2014,2,9,SW,DEN,ATL,117,49,1595,118,1,0,15,11,5386
2015,12,16,UA,ORD,LAX,78,133,382,132,0,0,7,19,7428
2015,10,6,UA,ATL,LAX,51,23,2561,125,1,0,22,24,6782
2015,4,3,UA,ORD,ORD,36,81,902,61,0,0,15,6,9369
2015,8,26,AA,DEN,DFW,79,113,2175,283,0,0,25,8,5986
2014,6,4,SW,DEN,DFW,-4,31,1492,219,0,0,7,20,4531
2014,11,21,JB,DFW,ATL,2,142,1177,222,0,0,26,15,6981
2015,7,4,SW,ORD,DFW,95,53,626,191,1,0,23,6,7334
2014,10,19,AA,ORD,DFW,105,-10,1856,122,0,0,14,7,260
2015,11,9,AA,ORD,ORD,-8,123,1085,278,0,0,23,21,6178
2014,11,27,AA,ATL,LAX,111,90,2351,225,0,0,25,20,4830
2014,6,15,UA,ATL,LAX,39,28,1273,213,0,0,18,23,9794
2015,9,9,JB,LAX,DEN,81,33,1648,32,0,0,8,5,8048
2015,11,12,SW,DFW,ATL,-8,50,1316,180,0,0,21,15,109
2014,12,5,AA,DFW,DEN,97,84,2117,157,0,0,19,21,178
2015,10,17,SW,ORD,ORD,98,135,2794,159,1,0,19,16,2806
2014,10,17,SW,ATL,LAX,28,74,2150,221,0,0,16,16,6156
2015,9,28,UA,DFW,ORD,29,104,2571,175,0,0,20,7,8859
2015,6,14,SW,DEN,LAX,45,139,2508,224,0,0,8,14,5068
2015,6,7,DL,DFW,DEN,99,59,237,164,0,0,14,15,8958
2015,9,19,JB,ORD,DEN,81,81,1340,253,0,0,15,24,9523
2015,10,8,DL,ATL,ATL,75,114,1597,220,0,0,8,24,3279
2015,9,22,UA,ATL,DEN,20,6,2121,237,0,0,5,11,7564
2015,3,6,SW,DFW,ATL,72,142,276,216,0,0,22,11,8453
2014,7,6,JB,DEN,ORD,27,134,605,277,0,0,22,7,1410
2015,3,6,JB,ORD,DFW,32,49,1439,268,0,0,8,18,473
2014,4,19,SW,ATL,ATL,77,40,2944,118,0,0,21,7,4477
2015,9,22,AA,DEN,DEN,4,62,2041,259,0,1,29,24,508
2014,10,19,SW,LAX,DFW,-2,91,2720,90,0,0,19,17,4827
2015,8,21,DL,ORD,ORD,8,-3,2573,214,0,0,9,7,406
2015,6,17,JB,LAX,DEN,32,37,224,203,0,1,9,17,4152
2014,6,2,SW,DEN,ORD,105,102,249,95,0,0,9,24,6170
2015,8,2,DL,LAX,DEN,29,8,2256,86,0,0,29,24,6216
2015,2,12,AA,ATL,ATL,66,143,2425,148,0,0,13,5,2439
2015,5,9,AA,DFW,DFW,46,100,2115,70,0,0,29,20,7591
2015,7,5,AA,ATL,DEN,105,12,2209,36,1,0,27,8,2424
2015,12,17,AA,DFW,DEN,78,44,2316,75,0,0,26,22,1336
2014,3,28,UA,DFW,DEN,116,8,1599,159,0,0,14,20,7423
2015,8,18,UA,DEN,ATL,106,52,1506,172,1,0,13,5,7654
2014,3,22,UA,DFW,LAX,-7,108,2062,118,1,0,23,18,6844
2014,4,6,AA,LAX,DEN,42,87,2972,168,1,0,7,13,9415
2014,10,18,AA,DFW,DFW,57,138,2620,261,0,0,7,6,4087
2014,10,19,JB,DEN,DFW,59,101,1613,45,0,0,26,23,9572
2014,6,20,SW,ORD,DEN,63,137,2514,97,0,0,18,6,493
2014,6,26,SW,ATL,DFW,82,122,1022,272,0,0,20,13,9346
2014,2,16,UA,ORD,DEN,87,29,1263,146,0,0,18,22,9401
2014,2,13,SW,DFW,ORD,51,130,853,117,0,0,10,6,260
2015,3,17,UA,DEN,DEN,8,35,1003,66,0,0,9,6,6997
2014,3,28,SW,ATL,DEN,61,149,2437,118,0,1,25,8,649
2015,4,10,JB,ORD,DEN,59,67,380,217,0,0,8,16,8729
2014,4,27,AA,DFW,LAX,30,32,2148,292,0,0,20,21,5049
2014,4,15,DL,ORD,LAX,99,85,2994,234,1,0,23,14,3919
2015,10,18,JB,DFW,DEN,2,-10,512,88,0,0,11,11,9190
2014,10,7,SW,DEN,DFW,67,97,1113,119,0,0,9,8,288
2015,11,6,DL,ATL,LAX,86,137,1276,248,0,0,16,21,2432
2014,3,16,DL,DFW,DEN,69,83,2864,122,0,1,15,11,3306
2015,1,21,DL,LAX,ORD,16,108,414,279,0,0,22,8,1867
2015,9,8,AA,ORD,DFW,44,133,207,38,0,0,28,18,9598
2014,2,3,JB,DEN,DFW,67,58,2375,185,0,0,24,6,4805
2014,3,15,UA,LAX,ATL,58,113,894,136,0,0,18,10,8962
2014,2,27,AA,DFW,DEN,63,130,1876,284,1,0,13,15,4604
2014,6,16,AA,DFW,DFW,21,-4,1559,143,0,0,16,6,8431
2015,6,28,UA,DFW,LAX,9,29,865,202,0,0,16,15,3043
2015,1,13,DL,ATL,DEN,82,39,2049,50,1,0,9,13,2443
2015,4,8,DL,ORD,ORD,-1,46,1034,284,0,1,14,14,752
2015,10,5,SW,DFW,DFW,23,112,363,53,0,0,7,11,888
2015,5,11,DL,ORD,ORD,116,-2,2000,119,0,0,29,8,1282
2015,12,9,SW,ORD,DFW,97,107,247,169,0,0,20,23,1416
2015,6,9,UA,DEN,ORD,9,87,578,124,0,0,17,14,8908
2014,5,12,DL,LAX,DEN,42,139,2576,261,0,0,13,19,5064
2014,3,28,AA,ATL,ORD,-1,84,2644,192,0,0,9,7,7751
2014,3,7,SW,DEN,LAX,11,149,1402,105,0,0,10,24,344
2014,3,28,JB,DEN,ATL,40,70,2891,207,1,0,9,10,1938
2014,6,28,AA,LAX,ATL,110,104,285,80,0,0,29,14,6757
2014,4,3,DL,LAX,LAX,48,134,2742,287,0,0,13,9,7511
2014,4,4,DL,ATL,DEN,43,103,801,185,0,0,5,6,1550
2014,3,15,SW,ORD,ORD,24,75,2904,69,0,0,15,19,2756
2015,4,6,JB,DFW,ORD,66,119,769,193,0,0,21,9,3390
2014,8,1,JB,ORD,LAX,-10,132,685,120,0,0,11,11,1699
2014,3,2,UA,ORD,ATL,2,125,1177,61,0,0,16,16,9758
2014,10,22,DL,DEN,ATL,54,123,2714,216,1,0,5,24,8112
2015,3,25,UA,LAX,DEN,115,53,1883,252,0,0,19,6,9061
2014,6,20,SW,DFW,ORD,89,1,499,194,0,1,12,5,3958
2015,1,19,DL,DFW,LAX,114,142,679,107,0,0,29,12,7247
2015,10,8,UA,ATL,ORD,3,86,2445,284,0,0,22,19,8742
2014,6,13,UA,DEN,LAX,68,4,763,39,0,0,19,20,2629
2015,11,7,SW,LAX,ATL,11,68,2389,189,0,0,12,13,7190
2014,9,2,SW,LAX,DEN,50,124,1146,286,0,0,13,18,2432
2014,3,26,JB,LAX,DEN,34,44,757,239,1,0,20,5,1894
2014,2,12,AA,DEN,ATL,-7,22,2886,214,0,0,19,18,5142
2015,3,4,SW,ATL,ATL,17,102,1775,192,0,0,8,19,3266
2014,12,10,SW,ATL,ORD,34,16,755,185,0,0,21,19,7181
2014,3,6,DL,ORD,DFW,36,121,1725,79,0,0,25,14,2609
2014,2,27,JB,DFW,DEN,12,72,1370,265,0,1,29,17,3689
2015,11,2,SW,DEN,DEN,58,78,1431,93,0,0,7,24,8119
2015,4,6,UA,ATL,DFW,-2,149,367,190,0,0,17,6,5036
2015,8,11,UA,LAX,DFW,115,39,992,279,0,0,13,13,2645
2015,7,25,JB,DFW,DFW,98,136,1855,159,0,0,8,11,4861
2014,10,20,JB,ATL,ATL,84,45,691,186,0,0,11,8,1510
2014,9,11,DL,ATL,ATL,65,108,2440,90,0,0,11,20,7622
2015,8,26,SW,DFW,DFW,89,106,1795,238,1,0,29,15,1935
2014,7,23,SW,LAX,LAX,23,103,2747,64,0,0,17,20,7379
2015,6,9,UA,ATL,DEN,5,24,581,238,0,0,25,19,5226
2014,3,24,UA,DFW,DFW,89,63,276,91,0,1,15,24,5692
2014,10,2,AA,LAX,ORD,26,84,297,210,0,0,28,9,9986
2015,4,9,JB,ATL,DEN,41,108,2997,92,0,0,17,10,3436
2015,8,24,JB,DFW,LAX,83,108,1683,202,0,0,26,19,6683
2014,12,21,SW,LAX,DFW,81,19,1619,194,0,0,22,14,4414
2015,2,25,AA,DEN,LAX,78,43,314,246,0,0,17,16,431
2014,12,16,DL,ATL,DEN,52,105,2801,277,0,0,13,18,7124
2014,6,15,JB,DFW,DEN,50,137,2175,167,0,0,25,13,6077
2014,1,6,SW,DEN,DFW,96,106,722,234,0,0,11,10,4272
2014,7,16,SW,ORD,LAX,97,51,1634,245,0,0,17,18,4107
2015,4,11,SW,ORD,DEN,81,19,912,220,0,0,15,9,6712
2014,12,13,UA,LAX,ATL,95,81,474,171,0,0,20,8,5021
2014,1,14,SW,ORD,DFW,93,85,2824,169,0,0,23,14,2689
2014,5,9,AA,LAX,DFW,48,55,1157,246,0,0,12,15,5852
2015,5,25,AA,DEN,ATL,54,2,1701,157,0,0,18,21,6982
2014,6,3,DL,LAX,LAX,38,77,336,120,0,0,28,19,3817
2015,12,7,UA,LAX,DEN,66,61,1941,244,0,0,5,9,3220
2015,8,20,AA,DEN,ORD,51,2,2970,241,0,1,13,10,8605
2015,4,20,SW,DEN,ATL,68,115,979,280,1,0,26,8,4136
2015,12,23,DL,DEN,ATL,100,144,2661,60,0,0,16,17,6755
2015,7,22,UA,DEN,ATL,109,35,1179,140,0,0,7,9,8361
2015,11,4,AA,DFW,ATL,73,31,715,86,0,0,19,8,1669
2015,4,5,JB,LAX,ORD,111,96,726,185,0,0,11,6,263
2014,2,22,DL,LAX,LAX,13,36,2891,252,0,0,24,5,1591
2014,8,4,DL,ORD,DEN,100,47,2003,126,0,0,23,24,4262
2015,5,8,UA,LAX,DFW,80,52,1836,210,0,0,8,9,6836
2015,10,4,DL,ATL,ATL,90,115,2753,159,1,1,16,14,6026
2015,4,11,UA,ATL,DEN,109,136,2491,190,0,0,6,14,1857
2014,12,13,JB,ATL,ATL,79,57,1879,263,0,0,18,24,7923
2015,2,15,UA,ATL,DEN,72,97,2593,52,0,0,17,14,3362
2014,7,28,DL,LAX,LAX,3,116,2323,36,0,0,23,5,1157
2014,5,16,AA,DEN,ORD,36,26,1134,272,0,0,22,20,9921
2015,9,10,DL,ORD,ORD,10,52,1794,225,1,0,15,20,3180
2014,7,20,DL,DEN,DFW,5,38,1662,294,0,0,13,18,9726
2015,9,26,UA,LAX,ORD,30,77,466,227,0,0,15,24,4592
2015,12,10,UA,ORD,LAX,108,127,2537,142,0,0,25,23,508
2015,10,1,DL,ATL,DFW,-1,63,2206,211,0,0,5,5,543
2014,10,6,AA,LAX,ATL,14,13,1075,176,0,0,10,15,7541
2015,5,12,DL,DEN,ORD,30,36,1836,205,0,0,14,8,2480
2014,11,1,DL,ORD,DEN,61,30,719,295,0,0,15,8,2163
2015,6,25,SW,LAX,ATL,112,10,1194,156,0,0,22,17,8092
2015,8,5,AA,LAX,ATL,74,29,790,44,0,0,6,16,6454
2015,10,18,DL,DFW,DFW,41,82,1655,219,0,0,9,7,7379
2015,6,25,JB,LAX,LAX,54,147,2892,73,0,0,24,17,8198
2015,11,24,AA,DFW,ORD,44,50,695,238,0,0,21,22,3693
2014,4,15,AA,LAX,DFW,72,82,507,199,0,0,23,7,3366
2015,2,4,AA,ORD,DEN,57,103,1065,213,0,0,23,21,3713
2015,6,3,AA,ORD,DEN,66,13,213,194,0,0,5,21,4303
2015,12,4,UA,LAX,ORD,70,86,1788,42,0,0,18,15,9620
2014,9,10,AA,ATL,ORD,53,7,2295,126,0,0,27,17,5882
2015,8,20,UA,LAX,ORD,57,110,204,32,0,0,26,15,5900
2015,3,12,AA,ATL,ATL,109,141,533,36,0,0,5,7,8394
2015,5,9,JB,ORD,ATL,56,27,2575,33,0,0,11,23,4339
2015,6,22,SW,ATL,DEN,32,54,1964,154,1,0,14,12,1433
2014,7,4,UA,LAX,ATL,33,134,2038,234,1,0,17,21,6161
2015,2,2,SW,ORD,DEN,-9,22,1226,219,0,0,22,6,9515
2014,6,27,UA,LAX,DFW,106,112,1672,86,1,0,14,10,2617
2014,2,25,UA,LAX,DEN,-4,45,2964,119,0,0,19,22,437
2014,8,7,AA,DFW,DEN,115,41,589,155,1,0,20,23,5145
2014,7,12,DL,ORD,LAX,41,110,481,54,0,0,20,15,1168
2015,2,27,AA,DEN,ATL,68,142,733,233,0,0,19,19,7147
2015,4,12,DL,ATL,LAX,24,51,2923,151,0,0,26,16,5015
2014,7,21,AA,ORD,ATL,56,2,818,286,0,0,17,7,5399
2014,9,18,AA,DFW,ATL,104,144,2684,236,0,1,29,14,5416
2014,3,1,JB,ATL,DEN,81,20,363,41,0,0,17,14,5009
2015,10,7,JB,DFW,DEN,-8,0,1508,52,0,0,22,12,1819
2014,10,19,JB,DEN,LAX,113,-1,2310,274,0,0,28,6,4060
2014,8,24,SW,ATL,DFW,39,3,2448,106,1,0,19,14,6785
2014,9,13,UA,ORD,ATL,87,14,698,143,0,0,23,17,5745
2014,8,20,UA,DEN,DEN,-6,148,578,216,0,0,27,23,7826
2014,4,5,AA,ORD,ATL,38,6,1438,96,0,0,24,17,1813
2015,4,19,UA,ORD,ORD,-7,68,463,46,0,0,17,5,518
2014,11,7,JB,LAX,DFW,33,-3,2637,243,0,0,9,16,8790
2015,7,20,JB,ATL,DEN,16,138,2436,34,0,0,14,13,3800
2015,4,15,DL,DEN,DFW,-4,144,1212,214,0,0,6,19,1257
2015,11,17,DL,ORD,DFW,58,5,1691,128,0,0,26,6,2802
2015,10,21,SW,DEN,DFW,21,24,397,130,1,0,15,11,7719
2015,10,2,UA,ATL,LAX,55,50,2960,217,0,0,11,5,715
2014,7,7,DL,ORD,ATL,71,27,1049,256,0,0,19,13,9029
2015,9,11,UA,ORD,ORD,42,107,1982,37,0,0,17,20,8473
2015,12,18,DL,ATL,LAX,0,106,1075,35,0,0,6,10,3237
2014,9,20,SW,ATL,DFW,31,104,830,222,0,0,15,21,1401
2015,9,2,JB,ORD,ORD,67,-6,2846,184,0,0,24,18,3582
2014,10,7,AA,LAX,ATL,48,133,2383,89,0,0,7,11,4173
2014,12,27,AA,LAX,DFW,-7,63,1889,75,0,1,21,11,6469
2014,10,15,AA,DFW,ORD,85,143,1883,50,0,0,13,23,4386
2014,6,19,AA,LAX,DFW,55,71,1033,118,1,1,7,20,2382
2014,1,2,JB,LAX,LAX,2,36,1970,235,1,0,21,8,1887
2015,12,2,DL,LAX,DEN,20,57,2246,167,0,0,29,20,2015
2014,8,28,SW,DEN,LAX,94,24,2311,61,0,0,10,5,8547
2014,6,2,SW,ORD,DFW,64,68,1504,109,0,0,18,6,9014
2015,7,11,AA,DFW,DEN,-3,35,2673,30,0,0,13,8,9500
2015,2,6,AA,ATL,DEN,102,100,1796,241,0,0,7,22,6391
2015,3,24,AA,DFW,DEN,74,18,2843,227,0,0,28,17,5081
2015,6,23,AA,ORD,DEN,102,136,1992,92,0,0,11,6,3089
2014,3,14,UA,ORD,ATL,82,43,2535,192,0,0,27,16,6188
2015,5,10,DL,DEN,DFW,102,109,2191,94,0,0,27,17,3450
2014,4,1,AA,DEN,LAX,117,94,2684,273,0,0,23,10,8889
2015,5,19,DL,ATL,ATL,94,54,1096,260,0,0,7,19,8940
2015,8,11,SW,DFW,DEN,118,23,2778,61,1,0,16,6,7301
2015,4,24,DL,DFW,ORD,107,50,1289,122,0,0,27,21,7177
2015,9,28,UA,LAX,ORD,-5,117,1493,55,0,0,8,7,4024
2015,3,24,SW,DFW,DEN,77,2,1196,285,0,0,12,9,4123
2014,12,28,AA,ATL,LAX,70,138,1605,202,0,0,15,5,946
2014,7,13,AA,DFW,ATL,65,-1,257,76,0,0,12,23,3240
2014,7,12,SW,ATL,LAX,85,96,1802,262,0,0,22,22,5471
2015,1,25,AA,LAX,DFW,30,68,2532,133,0,0,17,23,4523
2014,3,28,AA,ORD,ATL,109,87,2958,211,0,0,11,9,8459
2015,10,23,AA,DEN,DEN,71,68,918,256,0,0,19,12,8541
2015,1,5,SW,ORD,ATL,55,42,1762,63,0,0,22,23,7152
2014,8,19,UA,ATL,ATL,14,65,1707,110,0,0,22,14,3564
2014,10,8,UA,DEN,ATL,10,57,2466,108,0,0,15,22,9119
2015,5,12,DL,ATL,LAX,3,96,1443,129,1,0,18,11,5031
2015,4,5,UA,LAX,LAX,96,114,947,250,0,0,29,11,5714
2014,3,28,UA,DEN,DEN,63,79,435,80,0,0,29,20,9997
2015,7,12,AA,ORD,LAX,8,133,1480,140,0,0,22,6,4577
2014,8,11,DL,DFW,DFW,19,38,1652,149,0,0,23,13,247
2014,8,5,UA,DFW,LAX,5,97,203,243,0,1,15,22,8776
2015,1,8,DL,DEN,DEN,110,58,1959,243,0,0,11,13,6389
2015,7,16,SW,LAX,ORD,87,141,1282,211,0,0,24,20,3083
2015,5,24,UA,ATL,DFW,64,76,2441,188,0,0,15,13,1527
2015,2,24,AA,DFW,DEN,103,53,1068,118,0,0,26,7,2385
2014,8,20,JB,LAX,DEN,-1,-4,558,116,0,0,7,18,4919
2015,2,3,AA,ATL,ORD,117,55,803,86,0,0,21,23,8453
2014,6,6,JB,DEN,LAX,81,136,2724,220,0,0,11,8,2065
2014,12,5,JB,LAX,ATL,1,44,466,76,0,0,22,17,7708
2015,5,10,SW,DEN,ORD,30,105,2853,69,1,0,13,13,3607
2014,6,21,UA,DEN,LAX,13,35,1179,184,0,0,28,16,5341
2015,11,28,JB,ORD,ORD,65,3,276,94,0,0,28,10,4991
2015,10,12,JB,ORD,DFW,4,5,700,55,0,0,16,11,7216
2014,8,21,JB,DEN,LAX,20,131,1463,167,0,0,23,19,6100
2014,9,15,DL,LAX,DFW,103,70,631,129,0,1,14,11,2181
2014,3,3,UA,ORD,DEN,91,137,1997,125,0,0,24,7,584
2015,3,23,JB,ATL,DEN,95,59,1050,220,0,0,6,21,621
2015,7,21,UA,ATL,ORD,45,30,590,247,1,0,6,6,2609
2014,3,20,DL,LAX,DFW,82,53,1273,191,0,0,20,5,9110
2015,11,4,AA,ATL,LAX,35,38,2756,236,0,0,14,18,4353
2015,10,7,AA,DEN,ATL,57,79,379,96,1,0,7,12,7516
2014,12,1,JB,ATL,LAX,35,86,2918,234,0,0,14,23,6476
2015,5,8,DL,ORD,DFW,74,28,510,268,0,0,9,16,4406
2014,10,27,AA,ATL,DFW,44,106,1512,100,0,0,22,12,6456
2014,4,17,SW,ATL,DEN,113,16,2281,205,0,0,15,19,6626
2014,11,22,SW,ATL,LAX,102,71,1451,48,0,0,9,9,5645
2015,9,20,SW,DEN,ORD,-9,119,669,76,0,0,12,21,3095
2014,11,11,JB,LAX,ORD,38,126,1139,108,0,0,26,11,1830
2014,12,7,JB,LAX,DFW,-9,99,757,76,0,0,11,24,5584
2014,8,11,AA,DFW,ATL,110,137,2711,142,0,0,7,18,6780
2014,12,11,JB,ORD,DEN,43,110,2774,291,0,0,26,23,8944
2015,9,22,AA,LAX,DEN,21,72,2485,238,0,0,20,21,6171
2014,6,21,JB,DFW,ORD,114,80,809,204,0,0,8,5,636
2015,2,21,DL,ATL,LAX,97,76,2934,156,0,0,25,15,9769
2014,8,15,UA,DEN,LAX,54,69,2633,44,0,0,19,18,5913
2015,1,28,SW,ATL,DFW,119,106,2893,223,0,0,27,9,1510
